sku,name,category,subcategory,price_idr,stock_status,description,specifications,image_url,product_url,tokopedia_url,shopee_url,scraped_at
10695,"Biostar H81MHV3 (LGA1150, Intel H81, DDR3)",Motherboard,Motherboard Intel LGA 1150,975000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/8/1/9651507/9651507_ba8bc8ac-fa3c-4529-938d-3257077484d5_700_700,https://enterkomputer.com/detail/10695/Biostar-H81MHV3-LGA1150-Intel-H81-DDR3,https://tokopedia.link/wV8gQUZicCb,https://shopee.co.id/product/43570421/3143590665,2026-05-10T18:41:38.501262+00:00
10794,"Gigabyte GA-H110M-S2PH (LGA1151, H110, DDR4)",Motherboard,Motherboard Intel LGA 1151,1130000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2019/10/22/9651507/9651507_1c62cc4f-62ea-4e9b-a13a-ccbcabd65c9f_800_800,https://enterkomputer.com/detail/10794/Gigabyte-GA-H110M-S2PH-LGA1151-H110-DDR4,,,2026-05-10T18:45:42.799375+00:00
10824,"Gigabyte GA-H81M-S2PH (LGA1150, H81, DDR3, SATA3, USB3)",Motherboard,Motherboard Intel LGA 1150,1150000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/21/9651507/9651507_dbc944a8-ec00-4e15-8e3f-3b9419f09a53_700_700,https://enterkomputer.com/detail/10824/Gigabyte-GA-H81M-S2PH-LGA1150-H81-DDR3-SATA3-USB3,,,2026-05-10T18:45:49.609559+00:00
10825,"Gigabyte GA-H81M-DS2 (LGA1150, H81, DDR3, SATA3, USB3)",Motherboard,Motherboard Intel LGA 1150,1040000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/22/9651507/9651507_6b71aed9-3691-4da7-af40-58d6cff35f4f_700_700,https://enterkomputer.com/detail/10825/Gigabyte-GA-H81M-DS2-LGA1150-H81-DDR3-SATA3-USB3,https://tokopedia.link/RF4XwkhQaCb,https://shopee.co.id/product/43570421/1492921771,2026-05-10T18:45:53.081517+00:00
127301,ASUS N300 Wireless-N Router - RT-N12+,Networking,Others,219000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/10/15/fed06bff-f86b-4f30-b230-59a9f5ba07bd.jpg,https://enterkomputer.com/detail/127301/ASUS-N300-Wireless-N-Router-RT-N12,https://tokopedia.link/ZVvOFua3fCb,https://shopee.co.id/product/43570421/6305978880,2026-05-10T23:38:55.991254+00:00
127377,Cisco Switch 16 Port 10/100 Mbps - SF95D-16,Networking,Others,990000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/9/24/75a5452b-2a24-4eb9-bf4a-f64df801fb33.jpg,https://enterkomputer.com/detail/127377/Cisco-Switch-16-Port-10100-Mbps-SF95D-16,,,2026-05-10T23:40:08.845299+00:00
127399,"D-Link Switch 5 port 10/100 Mbps, Auto sensing - DES-1005D/C",Networking,Others,71000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/8/11/9651507/9651507_0a0265d7-0369-417b-af89-2364670eda17_700_700,https://enterkomputer.com/detail/127399/D-Link-Switch-5-port-10100-Mbps-Auto-sensing-DES-1005DC,https://www.tokopedia.com/enterkomputer/d-link-switch-5-port-10-100-mbps-auto-sensing-des-1005d-c,https://shopee.co.id/product/43570421/5505978463,2026-05-10T23:40:36.425846+00:00
127400,"D-Link Switch 8 port 10/100 Mbps, Auto sensing - DES-1008D/C",Networking,Others,75000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/10/16/c43033fc-d062-48c0-bbd3-85a315b42141.jpg,https://enterkomputer.com/detail/127400/D-Link-Switch-8-port-10100-Mbps-Auto-sensing-DES-1008DC,https://tokopedia.link/wZVweaPxaCb,https://shopee.co.id/product/43570421/6905979273,2026-05-10T23:40:39.859859+00:00
127402,"D-Link Switch 16 port 10/100 Mbps, Auto sensing - DES-1016A (Plastik)",Networking,Others,250000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/10/16/58af7f6a-f77b-4aa6-bd8a-cffe586cabd8.jpg,https://enterkomputer.com/detail/127402/D-Link-Switch-16-port-10100-Mbps-Auto-sensing-DES-1016A-Plastik,https://www.tokopedia.com/enterkomputer/d-link-switch-16-port-10-100-mbps-auto-sensing-des-1016a-plastik,https://shopee.co.id/product/43570421/4306628599,2026-05-10T23:40:29.529798+00:00
183236,Infinix INBook X2 XL23,Notebook,,5890000,in_stock,"Intel Core i5-1155G7, RAM 8GB, SSD 512GB, Intel Iris Xe Graphics, 14 FHD, Win 11 Home",{},,https://enterkomputer.com/detail/183236/Infinix-INBook-X2-XL23,,,2026-05-10T21:50:03.722747+00:00
183237,Infinix INBook X2 XL23,Notebook,,4790000,in_stock,"Intel Core i3-1115G4, RAM 8GB, SSD 256GB, Intel UHD Graphics, 14 FHD, Win 11 Home",{},,https://enterkomputer.com/detail/183237/Infinix-INBook-X2-XL23,,,2026-05-10T21:49:59.955896+00:00
183683,Asus ExpertBook B9 B9400CBA-KC7320X,Notebook,Asus Intel Core i7 Notebook,32190000,in_stock,"Intel Core i7-1255U, RAM 32GB, SSD 2TB, Intel Iris Xe Graphics, 14 FHD, Win 11 Pro",{},,https://enterkomputer.com/detail/183683/Asus-ExpertBook-B9-B9400CBA-KC7320X,,,2026-05-10T21:37:13.793759+00:00
183684,Asus ExpertBook B6 Flip B6602FC2-MH7310X,Notebook,Asus Intel Core i7 Notebook,45590000,in_stock,"Intel Core i7-12850HX, RAM 32GB, SSD 1TB, Nvidia Quadro RTX A2000 8GB, 16 WQXGA Touchscreen, Win 11 Pro",{},,https://enterkomputer.com/detail/183684/Asus-ExpertBook-B6-Flip-B6602FC2-MH7310X,,,2026-05-10T21:37:06.931702+00:00
183940,Asus ExpertBook B1 B1400CBA-EK7850X,Notebook,Asus Intel Core i7 Notebook,17190000,in_stock,"Intel Core i7-1255U, RAM 8GB, SSD 512GB, Intel Iris Xe Graphics, 14 FHD, Win 11 Pro",{},,https://enterkomputer.com/detail/183940/Asus-ExpertBook-B1-B1400CBA-EK7850X,,,2026-05-10T21:36:56.651958+00:00
137933,Cooler Master Notepal X3,Notebook Accessories,Notebook Cooler,350000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/3/d267d119-7a20-44ab-b768-bd16738bdc74.png,https://enterkomputer.com/detail/137933/Cooler-Master-Notepal-X3,https://tokopedia.link/WK1tDRZDcCb,https://shopee.co.id/product/43570421/3305327781,2026-05-10T19:17:31.128642+00:00
137935,Cooler Master Notepal U2 PLUS with 2 Fan BLACK / SILVER,Notebook Accessories,Notebook Cooler,337000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/3/c9766a41-8795-4264-b06a-e5bc7ffdbc59.png,https://enterkomputer.com/detail/137935/Cooler-Master-Notepal-U2-PLUS-with-2-Fan-BLACK-SILVER,https://www.tokopedia.com/enterkomputer/cooler-master-notepal-u2-plus-with-2-fan-black-silver,https://shopee.co.id/product/43570421/1814524436,2026-05-10T19:17:37.947653+00:00
137936,Cooler Master Notepal i100 Black/White,Notebook Accessories,Notebook Cooler,169000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/3/b6fc94e6-15f2-4b84-ba4c-0ded7b490768.png,https://enterkomputer.com/detail/137936/Cooler-Master-Notepal-i100-BlackWhite,https://www.tokopedia.com/enterkomputer/cooler-master-notepal-i100-blackwhite,https://shopee.co.id/product/43570421/1814522717,2026-05-10T19:17:41.362052+00:00
137937,Cooler Master NOTEPAL X-SLIM II,Notebook Accessories,Notebook Cooler,207000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/10/21/9651507/9651507_9571be7c-3a0a-47f8-9a74-b0b8987bb627_700_700,https://enterkomputer.com/detail/137937/Cooler-Master-NOTEPAL-X-SLIM-II,https://tokopedia.link/kZh1asd2fCb,https://shopee.co.id/product/43570421/6305231759,2026-05-10T19:17:48.186977+00:00
137938,Cooler Master Notepal L1,Notebook Accessories,Notebook Cooler,183000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/3/86766ec0-486c-42c7-ba1c-e81b127f8682.png,https://enterkomputer.com/detail/137938/Cooler-Master-Notepal-L1,https://tokopedia.link/ekm2lfU4fCb,https://shopee.co.id/product/43570421/4005230910,2026-05-10T19:17:51.590648+00:00
163463,ASUS Blu-ray Ultra Slim Portable USB 3.1 Gen 1x1 - SBW-06D5H-U BLACK,Optical,,1675000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/8/4/9651507/9651507_712dc8af-bfa1-454b-b027-63114c36f221_700_700,https://enterkomputer.com/detail/163463/ASUS-Blu-ray-Ultra-Slim-Portable-USB-31-Gen-1x1-SBW-06D5H-U-BLACK,https://www.tokopedia.com/enterkomputer/asus-bluray-writer-sbw-06d5h-u-external,https://shopee.co.id/product/43570421/4629641732,2026-05-10T10:06:42.484231+00:00
173006,Asus ZenDrive U9M Ultra Slim Portable - SDRW-08U9M-U SILVER,Optical,,512000,in_stock,,{},,https://enterkomputer.com/detail/173006/Asus-ZenDrive-U9M-Ultra-Slim-Portable-SDRW-08U9M-U-SILVER,,,2026-05-10T10:06:39.042781+00:00
182196,LG DVDRW 24X SATA - GH24NSD1 [OEM],Optical,,215000,in_stock,,{},https://images.tokopedia.net/img/cache/900/VqbcmM/2022/12/9/06d54e64-77fe-4700-8774-7ffbed11a225.jpg,https://enterkomputer.com/detail/182196/LG-DVDRW-24X-SATA-GH24NSD1-OEM,https://tokopedia.link/lq47Favq7Bb,https://shopee.co.id/product/43570421/22009950268/,2026-05-10T10:06:52.889315+00:00
189757,Samsung DVDRW External USB 3.0,Optical,,215000,in_stock,,{},https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/7/7792600f-9116-4554-a2ba-322425c61fff.jpg,https://enterkomputer.com/detail/189757/Samsung-DVDRW-External-USB-30,https://tokopedia.com/enterkomputer/samsung-dvdrw-external-usb-3-0,https://shopee.co.id/product/43570421/29810502696/,2026-05-10T10:06:59.947311+00:00
193419,HP DVDRW External USB 2.0,Optical,,155000,in_stock,,{},,https://enterkomputer.com/detail/193419/HP-DVDRW-External-USB-20,,,2026-05-10T10:06:45.924409+00:00
124038,GameMax PSU 450W GP-450 - 80+ Bronze Certified,PSU,,520000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2016/6/2/9650943/9650943_dfbac77b-ec56-4888-a245-18b131800eea.jpg,https://enterkomputer.com/detail/124038/GameMax-PSU-450W-GP-450-80-Bronze-Certified,https://tokopedia.link/Bg9zHSqM8Bb,https://shopee.co.id/product/43570421/1815811775,2026-05-10T17:38:17.380120+00:00
124087,Super Flower Leadex Platinum SE 850W - SF-850F14MP - 80+ PLATINUM - Full Modular - PCIe 5.0 Ready - 10 Years,PSU,,2300000,in_stock,,{},https://images.tokopedia.net/img/cache/900/VqbcmM/2023/5/27/ed9e012f-fa18-40be-9217-c6cd40a5ff93.jpg,https://enterkomputer.com/detail/124087/Super-Flower-Leadex-Platinum-SE-850W-SF-850F14MP-80-PLATINUM-Full-Modular-PCIe-50-Ready-10-Years,https://tokopedia.link/aMyv1T7Q8Bb,https://shopee.co.id/product/43570421/20480244192/,2026-05-10T17:17:01.704720+00:00
124088,Super Flower Leadex Platinum SE 1000W - SF-1000F14MP - 80+ PLATINUM - Full Modular - PCIe 5.0 Ready - 10 Years,PSU,,2600000,in_stock,,{},https://images.tokopedia.net/img/cache/900/VqbcmM/2023/5/27/f8397245-709d-46c1-8b4b-e7b09b36e776.jpg,https://enterkomputer.com/detail/124088/Super-Flower-Leadex-Platinum-SE-1000W-SF-1000F14MP-80-PLATINUM-Full-Modular-PCIe-50-Ready-10-Years,https://tokopedia.link/mxxo1T30gCb,https://shopee.co.id/product/43570421/20580248998/,2026-05-10T17:17:10.398518+00:00
